22_M139-15_IntMac	23_M139-15_AlvMac	26_M163-10_IntMac	27_M163-10_AlvMac	30_M59-16_IntMac	31_M59-16_AlvMac
ENSMMUG00000051943	1.63285565330378	1.53736125386682	1.46892413190486	1.40030262756184	1.76329110156915	1.57084113515024
ENSMMUG00000009425	16.2462572010691	16.1096498101406	16.3443962762584	16.0960579403511	16.1514904550991	16.0801954074016
ENSMMUG00000056158	0	0	0	0	0	0
CNTN4	0	0	0	0	0	0
IL5RA	0	0	0	0	0	0
TRNT1	6.06197387713719	6.9601502165347	5.22085827041079	6.72527517901471	6.41303921769349	7.0882212826935
CRBN	9.00722059280399	9.20417833654092	9.06464195854488	8.95034492472356	8.96022652759519	9.00406394019916
LRRN1	0.231411623801327	0.288070615811986	0.234039866135014	0.232636916598141	0.233260833344395	0.675902157473125
SETMAR	6.41399426645018	6.61956081226933	5.86671071867355	6.48092254938815	6.1624474231406	6.47630082909213
SUMF1	10.5668124573874	11.8885282365909	10.0759290436181	11.3218243522592	10.2215107360353	11.6230400265991
ITPR1	8.17862115426951	9.10911331635023	7.77228661809162	9.01122159526583	7.91467477224225	8.93410198691932
BHLHE40	12.6945851963015	12.6060024962041	12.7627403270207	11.8308789599665	12.477266928659	12.1561624325373
ARL8B	11.5650373969636	11.9140101151988	11.3126172786972	11.8681637382438	11.505874705942	11.9921432774598
EDEM1	11.8071081914468	11.5888141379292	11.8299445589244	12.2896892997563	11.7287685897313	11.6670282528212
ENSMMUG00000065004	0	0	0	0	0	0
ENSMMUG00000057502	0	0	0	0	0	0
ENSMMUG00000031947	4.70417689660042	4.31689826551366	4.64363665076338	4.3243027415659	5.95574871899559	5.62976962471692
GRM7	0	0	0	0	0	0
ENSMMUG00000062010	0	0	0	0	0	0
LMCD1	-0.857115726409778	-0.773198871198106	-0.90438217173682	-0.907099437740321	-0.906736713162025	-0.90701513028412
SSUH2	0.927150551619184	1.98311523988228	0.936027043526525	0.931346218022474	0.933443652612066	0.932261700857349
CAV3	0	0	0	0	0	0
OXTR	0	0	0	0	0	0
ENSMMUG00000060249	0	0	0	0	0	0
RAD18	5.55086258570929	5.966558064958	5.58062814054671	5.96018669327976	5.39469595306363	5.75429529625173
SRGAP3	5.44431434614181	4.57347727986421	5.02058481728811	3.99802385094582	5.92046526933754	3.9497213176452
THUMPD3	8.33013342270496	8.6770512334888	8.06444634511314	8.78584039154984	8.59031526981957	8.84050977102909
SETD5	8.90172084797262	8.85638128711324	9.00576485844765	8.96111067430281	9.07949887484886	8.73856651991942
ENSMMUG00000055011	-0.968382880715422	-0.789679716011499	-0.964095621687466	-0.96800041233488	-0.966414613874671	-0.967509659264369
LHFPL4	-1.97566712310515	-1.95974201399873	-1.97335351878432	-1.9745266231703	-1.9739894106081	-1.97428968346533
MTMR14	11.2007842851562	10.3508147005304	11.3237778635834	10.7978693436137	11.1469322840483	10.4566122071847
CPNE9	-1.05345847952123	-1.00570613846211	-0.991625925102888	-1.05210360758792	-0.99380444120003	-1.05129187052507
BRPF1	8.59977729245357	8.56061360533988	8.53741941366325	8.7333849388558	8.47326707885757	8.43615684305422
OGG1	6.98555311344689	7.09098360087985	7.65923428739111	7.41278907812738	7.12937873257976	7.16541614410187
CAMK1	-0.170609322231514	-0.0794449516408392	-0.169275242810839	-0.0117033281247478	-0.109952255906313	-0.169851769849119
TADA3	9.39890411088615	8.8870425061929	9.72391259583212	9.09597653496744	9.6008735979317	9.21027348892091
ENSMMUG00000004539	9.93319558597763	9.55194780623147	11.4565641488594	10.8193752141067	10.0354637110058	9.51932991091445
RPUSD3	8.20570301147901	8.05022209899955	8.13845561794755	7.94690711777783	8.40097419408095	8.40846185813617
ENSMMUG00000055626	0	0	0	0	0	0
CIDEC	1.91692649062972	1.91305819443837	2.04163885972931	3.27449182029457	1.92967848097912	2.87534621247007
JAGN1	8.42932486511102	8.90493102837208	8.50707092155358	8.80449625327527	8.58896487382278	9.14982977421434
IL17RE	-0.241887442996247	-0.242155426102377	-0.11659626945104	-0.184376830195912	-0.124704310245357	-0.24115383134288
IL17RC	6.22945345391494	7.67142038405195	5.7344440536233	7.05684238649922	5.75929045941901	7.1567908315495
CRELD1	9.33807357158858	10.0912854282085	9.20320815977162	10.1761856990247	9.36231189811798	9.85131962717707
PRRT3	4.12208898731601	4.16710508871264	4.14727973761448	4.16994036040316	3.9898107910077	4.36126479370463
EMC3	10.1640551824359	10.0263333176397	10.2615841736811	10.0160403188816	10.1142088982377	10.1116701994535
ENSMMUG00000031981	3.76301660310545	3.59231766551558	4.04573981083069	3.45154086877369	3.93631691665716	3.91614744268292
FANCD2	8.81439598468926	9.02413568947228	8.19981555361461	8.97669536644415	8.47029134506779	9.02942918685531
FANCD2OS	-1.97649709416845	-1.97717357602366	-1.9736757998027	-1.9550101797761	-1.97445122972539	-1.97481739351264
BRK1	11.5392385750733	11.457114378822	11.6281095375865	11.2983757059657	11.4460635701964	11.6419224988488
VHL	9.55464168785981	8.7667092147229	9.8854904673322	8.87152969728869	9.215284508124	8.98080951099743
IRAK2	8.89910728553337	7.99874337612708	8.74626851682095	7.32542123325634	8.928422990145	7.7563192902344
ENSMMUG00000019933	7.36043919629538	7.07291058611067	7.01331709944463	7.27600410983935	7.13538643941125	7.25659583921134
GHRL	-1.97566712310515	-1.95974201399873	-1.97335351878432	-1.9745266231703	-1.9739894106081	-1.97428968346533
SEC13	10.3375715056556	10.2116549347906	10.5447371915512	10.3495352296474	10.1954028377465	10.3824001888303
ATP2B2	1.27747949429521	1.81692504499373	1.28281182252988	1.46777312039336	1.28123262264779	1.5799791498069
SLC6A11	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0
HRH1	8.07984922310187	9.71909658602632	7.77552369157651	9.52840123400478	7.84939168408357	9.29486875054335
ATG7	10.0749095379503	10.43467345965	10.4503620074151	10.7805948422953	10.3893162661824	10.5918206863363
VGLL4	9.33233326576674	9.03028569510748	9.90512646874688	9.05128270467748	9.79099906217734	8.99012867235856
ENSMMUG00000062782	0	0	0	0	0	0
TAMM41	6.87118750911151	7.29793922014065	7.26435286956294	7.23942966912404	7.32831931925341	7.32373211972488
ENSMMUG00000055179	0	0	0	0	0	0
SYN2	-0.0763410907586844	-0.0348881039387315	0.0534267222392502	-0.125901033071161	-0.125570689936395	-0.125757467183573
TIMP4	0.092834002536122	-0.141670352881334	-0.191828546547184	-0.192694733552356	-0.192309914045474	-0.192527425101156
PPARG	7.81352060961314	12.646795217968	6.29969069475828	12.4154400031276	7.54691107317144	12.5325252689705
TSEN2	6.74965948513176	8.03018152946252	6.03944192153793	7.73445359140148	4.76286564687445	7.24326774591832
MKRN2OS	-1.50628410110244	-1.50758582366793	-1.50085521559504	-1.42626775091325	-1.50234733932392	-1.50305193126657
MKRN2	10.0625904760429	10.2351236549138	10.2646431178012	10.1144608068403	9.78860335772155	10.0102333680625
RAF1	11.6927154792465	11.644354123745	12.2243640407427	11.7407987065888	11.7271686435733	11.3766289654618
TMEM40	1.45880126428421	0.878736400886859	0.962017278534596	0.881633062751317	0.955940356648487	0.95318042754146
CAND2	0.138194886922065	0.134933723605755	0.0895674754502967	0.248096129874334	0.205122612946704	0.0888691927363334
RPL32	10.3203913066573	9.88568104047211	10.3074154161303	9.68326093907065	10.3361251038036	10.0285880039905
IQSEC1	10.8227127941389	10.9489099693773	10.3030508858999	10.7220886977169	11.0579540306493	11.0281061552646
NUP210	10.7539407706129	8.63449726394188	10.9009662194621	8.87720607205428	10.9369662302852	7.58024978459941
ENSMMUG00000056487	-0.147092439986295	-0.439185873791235	-0.437459467997359	-0.43822315779655	-0.437883820093442	-0.4380756128476
HDAC11	3.98305887269767	5.87549410756793	4.38134945484226	5.52924236853769	4.55887791383494	5.43924582272383
FBLN2	1.30539246790985	1.13342964213524	0.847674784648257	0.845609057735875	0.846527742408742	0.846008662875746
WNT7A	-0.964255893660447	-0.964447617081256	-0.770046874277536	-0.963827115928371	-0.962111225195851	-0.963266008110027
XPC	10.792188303788	10.5743374969767	11.202404288371	10.3818933403444	11.0133438803487	10.200973473126
TMEM43	11.5715862001239	11.5054280707833	11.6762498525862	11.9156374167629	11.5382465023748	11.5173259548073
SLC6A6	12.3122678622579	12.7848355841036	12.0960224452294	13.41413784811	11.7670172057053	12.437612805157
GRIP2	0	0	0	0	0	0
ENSMMUG00000062011	0	0	0	0	0	0
CCDC174	8.00546524818399	7.72521178497632	8.19026486081389	7.35950833215015	8.76832567661697	7.82379916727442
C2H3orf20	0	0	0	0	0	0
FGD5	-0.439448500008833	-0.43975801395668	-0.437963907313793	-0.438757222472782	-0.140973711791331	-0.438603914095664
NR2C2	6.8505653526186	6.73510188600326	6.78363682658616	7.16664201042136	6.64121574692181	6.94639377926281
MRPS25	8.98944727873099	9.02103681263553	8.87360558356377	8.83850929507995	9.02933490584948	9.22171618435355
RBSN	8.6775602740735	8.5918909413058	8.63964121272384	8.81894791903185	8.60777039738957	8.52484276307615
TRH	1.37376340341928	1.16594237551847	1.30973624438722	1.29226374564128	1.60057727280059	1.16937658162619
TMCC1	7.74253317670109	8.39348229838158	7.8897813715926	8.40211541195957	7.5540219848583	8.29407270540932
PLXND1	8.43020892387407	10.1089300554827	7.33221495887509	9.00143146116875	8.26084448644268	10.6303605773316
H1-8	-0.181875249923036	-0.182221404355163	-0.180213172805155	-0.118214582186661	-0.180706916739416	0.100351689021711
RHO	1.37464637472995	1.15635399689014	1.10293267176731	1.10013540741021	1.10138045484633	1.72212226022043
IFT122	6.47508325981341	8.08313963177823	6.76897112165994	8.67050291701671	7.25866707325391	8.5234004143787
ENSMMUG00000062379	2.16257350599072	3.72933482353109	2.26695972100646	6.35749115631279	2.23800832500036	3.77694991359274
MBD4	8.15800565975901	9.28242775674608	8.2326431780518	8.92071157296024	8.37975629152255	9.47221682188412
EFCAB12	0	0	0	0	0	0
ENSMMUG00000063541	2.28442180781356	2.26510424871079	2.1768375136834	2.14696435116759	1.98798505551916	2.15279545024097
H1FX	10.1859266551801	9.11263256149365	10.7996532209133	8.71594841978873	10.301815324777	8.99017758493257
HMCES	8.93631844037849	8.89023057141549	9.31454610335303	9.00028410514901	9.2658744898334	8.76442709593636
COPG1	10.6057133878547	10.8532481707831	11.0583339576552	10.987645717317	9.47393206258582	10.1824748431773
CNBP	13.3792449951587	12.9116695299141	13.2963172562772	12.8824256012183	13.280332581305	12.7484151106439
ENSMMUG00000047632	2.68652928559429	2.76319246798916	3.13576797071351	2.91267615655824	4.60964967455258	4.44787066391802
ENSMMUG00000011580	10.352953099648	9.58787398807558	10.6033491132981	10.0642236202187	10.3064274039894	9.47021950363937
GP9	0	0	0	0	0	0
ENSMMUG00000062320	0	0	0	0	0	0
EFCC1	0.133932744512827	0.0394011906587299	-0.00583704756134959	0.151799106526327	-0.0062822685716603	-0.00648318053771153
ENSMMUG00000006343	1.36396923139523	1.39738326871414	1.40638786939634	1.33140316955033	1.44573845435677	1.21580391648162
ACAD9	8.53984098106663	9.18914710017695	8.65958211496604	9.3979983662913	8.79843613306118	9.08283253750637
RAB7A	13.1267267415447	13.4950704544405	13.2353831731369	13.3282365225359	12.9739191023458	13.3993369140711
ENSMMUG00000020716	4.11998242050885	3.96520282981447	4.29068059801409	3.6681296935058	4.30041533583682	4.02432070929239
RPN1	12.0452027097813	12.3845608875428	11.8407876591332	12.1420700147031	11.8371710792046	12.375777099122
GATA2	1.46201819005974	0.913078574334035	1.19658954554822	0.916083079163405	0.917137516052518	0.916541840950175
EEFSEC	9.33194440663256	8.9120706391234	9.33466750578534	8.80440091939454	8.9587518901551	9.0307362006252
RUVBL1	8.59129087705725	8.93208466579219	8.19854114960316	8.60682737919707	8.30428140841569	8.70116683222345
SEC61A1	12.218707245265	12.1189264087266	12.4603285741918	12.2829769889643	12.1642275438247	12.1475762210415
KBTBD12	3.58180070609695	4.01984849851679	3.83177059788317	4.03198920506087	3.87081345221866	3.73604462779531
MGLL	8.8416230644368	10.3539400318964	8.44557173962386	10.7758104950866	9.39539733132253	10.7839041097859
ENSMMUG00000056821	3.5860976711602	3.1409788256187	3.76482569921938	3.25067925715338	3.54442280061126	3.56539911871885
ABTB1	9.8161435264398	8.17398944922067	10.5405811767908	8.47056370695923	10.735958448668	7.84589569526707
PODXL2	2.81014932800013	3.42724194595743	3.16535055555361	3.64819993176032	2.97304518732446	3.2610625265589
MCM2	7.6810601707859	8.30939684319467	6.71366277520658	8.68861367617854	7.46813852456221	8.54292148122214
TPRA1	10.0248311131967	10.0023680802634	9.83203647169332	9.50078100458373	10.2258415395425	9.81512221775271
ENSMMUG00000055664	0	0	0	0	0	0
PRR20G	0	0	0	0	0	0
PLXNA1	8.54121283362132	8.20901806233154	6.94300671911767	7.44815684398849	6.80553233336791	7.80589787689947
CHCHD6	6.11180856453675	9.77362591733778	5.22840390638352	8.94139263594478	5.94870834713171	10.4698098536984
TXNRD3	6.78646547769705	6.67638974029287	5.80295931040315	6.26517578896513	6.46210251364714	6.17878070804894
C2H3orf22	-1.97566712310515	-1.95974201399873	-1.97335351878432	-1.9745266231703	-1.9739894106081	-1.97428968346533
CHST13	7.54660953842368	5.67426776090036	9.62021743335904	5.5985142048013	6.91981269527251	4.0985494868458
UROC1	0.0881395317223335	0.0876720213992299	0.463143197797405	0.155482256434341	0.0897145907573622	0.0894141240064382
ZXDC	9.30160247051357	9.25001219203588	9.32145116913804	9.16108731562052	9.68099532192102	9.41486339056229
CFAP100	-0.701982197237433	-0.655491203200362	-0.701072434578864	-0.593295533870322	-0.701343415337806	-0.644015728873326
KLF15	2.67090586053277	3.48842469836703	2.74305383454148	2.77603925166404	2.45756206499337	3.94976062823412
ALDH1L1	1.65884632857159	2.07987664833989	1.74514053030283	1.91338954627237	1.66418211488394	2.31391817239815
SLC41A3	9.14740043761365	9.83644184820335	8.9560924360119	9.02915448527254	9.17229869347508	9.97392287487111
ENSMMUG00000056933	2.01625488521979	2.62800661325042	2.02568043886745	2.41562423859992	2.38787752057723	2.42459658287526
ROPN1B	0.270557177763362	0.270108880023605	0.341839803123228	0.540055945827983	0.272070973490453	0.392809578617314
ENSMMUG00000059653	0	0	0	0	0	0
ENSMMUG00000011613	1.11841932666775	1.11453897041262	1.25979648970334	1.3790998511388	1.19137830521542	1.12895165025755
ENSMMUG00000052136	2.91892503380018	3.67511133920664	3.42358455646505	3.69205842841068	3.22562642863534	4.14522974552401
OSBPL11	12.0022091018531	12.1841445280579	11.7566502467908	12.0742047340293	11.6976794500777	11.8404855711318
SNX4	9.89291574911299	9.80494136910441	9.54429204995594	9.59781478707379	9.96783260386558	9.89831311577244
ZNF148	9.30716056123378	9.36835967611166	9.27013708420325	9.41837393846041	9.55485291915385	9.22410841468447
SLC12A8	0	0	0	0	0	0
HEG1	6.87121557975675	3.98279015773944	6.51375926833997	4.74088561061726	7.67509571650264	5.19561360965494
MUC13	0	0	0	0	0	0
ITGB5	6.59134610846513	7.6740775575738	6.18414451331311	7.1398151145729	5.61010204321143	6.4780588621572
UMPS	7.48290280849084	8.1803933643678	7.59623468875945	8.35669168717558	8.02829446428464	8.16692671235255
KALRN	1.05220156245039	1.0994535862977	0.998113671976083	1.17859043766316	0.996894981164637	1.46558759550867
ROPN1	-1.46735713675223	-1.50776710128971	-1.46186874106244	-1.50374558428587	-1.50247119389666	-1.50318350941258
CCDC14	5.21006448563256	6.32669813714819	5.67079223244511	6.15055073160298	5.24755909220438	6.03331118146539
MYLK	0.393979445571006	0.569217726046297	0.520630294384809	0.394920754139359	0.395402101455002	0.559616389425044
ENSMMUG00000064330	0	0	0	0	0	0
HACD2	9.49703017689147	9.98287906590369	9.47071305700138	9.52814065076588	9.14099997132614	9.57659460777865
ADCY5	0	0	0	0	0	0
SEC22A	7.45414631438307	7.76733170439106	7.90269012330659	7.88808513132198	7.88282062861517	7.81819249659781
PDIA5	7.41190278135395	7.49097191947827	9.88663375459437	7.71622203926928	8.90261118000472	7.71988418064792
SEMA5B	8.12833151233747	8.43417338844252	8.32779649534598	8.22765907955665	8.47065517885663	8.4868157575781
SLC49A4	9.48524021092549	9.47052574122597	9.84688332057038	9.15726221309518	9.38778536491737	9.05641789360805
ENSMMUG00000058894	0	0	0	0	0	0
HSPBAP1	7.09458291432862	8.14623746111319	7.44469576244547	7.28701571979122	7.8247722522079	8.25224671839053
PARP14	10.710200914827	9.81104366242577	10.5974116388768	9.89937533370122	10.3255720412474	9.5969600427119
PARP15	6.61630455958912	5.4274336503992	6.42966845139552	5.84390460701708	6.73531175433084	5.64656210579944
DTX3L	9.82362515712775	9.26455486793861	8.75945527139049	8.47581202705323	8.93091648372204	8.61481078896894
PARP9	9.51740766571386	9.32369611059792	10.3500522514085	9.54164075566904	9.82397443277821	8.96414806528143
KPNA1	10.7072399417827	10.3296466484891	10.8588617688936	10.5167531779106	10.6715034772774	10.3150962418733
WDR5B	3.89336791913934	3.25643845550763	3.91787665612346	3.32269333057626	3.77474628693818	3.38451740496726
FAM162A	9.47664662884859	10.2762262979177	8.81521458334423	9.50795292039375	9.24205002001812	10.2700002427247
CCDC58	4.80626522337627	5.08810197176444	4.67328634351274	5.17735006471992	4.72419940002719	5.20050583868381
CSTA	9.80065465545568	8.97227133397752	10.3471661342633	9.0356245223086	9.70550910735238	9.46232529240425
CASR	0	0	0	0	0	0
CD86	13.1355700135667	11.2686404274836	12.6368889586749	10.2944079051462	13.0020980260911	10.8022338364515
ILDR1	-0.641496960315885	-0.737738751970575	-0.736669692998292	-0.737143904703423	-0.736933449282666	-0.626241122598657
ENSMMUG00000065284	0	0	0	0	0	0
SLC15A2	5.98991220178026	4.95526307659968	5.78437337383799	4.87972000291341	5.99533452041573	4.86725245191157
EAF2	9.93785657939227	7.9247602067022	9.4228306135505	7.72074130040076	9.64475259219157	7.81992553883694
IQCB1	7.13691562846152	7.612687051613	7.21613378235055	7.49531750615544	7.41386132139064	7.61480459590233
GOLGB1	9.5601073665653	10.2367906185927	9.62802499964564	10.2757564797716	9.57898826332937	10.0908527020271
ENSMMUG00000050100	-0.655690843500362	-0.655887341115937	-0.654743152783282	-0.546484107348694	-0.655025402709123	-0.54370805233453
HCLS1	13.0612125638125	11.5418442952396	13.0754165435554	11.6930311489938	13.1228302656009	11.6331729131849
FBXO40	0.0904914794612087	0.139902478584784	0.0922899308636868	0.150950527005903	0.154825632913659	0.312544121789405
POLQ	3.70207105935799	3.59476411660457	3.55792572846132	3.98128948169519	3.52646355086801	4.44835560079347
STXBP5L	0	0	0	0	0	0
ENSMMUG00000064431	0	0	0	0	0	0
GTF2E1	8.43246507730684	8.93707124090171	8.7459462548343	9.04539991029723	9.19106192739724	9.04792519496784
RABL3	8.19152087528883	8.0478937348276	8.08360848120778	7.96848755044449	8.13703036638126	8.20711899053066
HGD	1.77757795035218	1.57904873833954	1.6702887815497	1.85446115925697	1.91731296488017	1.5300081366157
NDUFB4	10.7668132638714	10.5024707810363	10.8464688557893	10.4666134871937	10.8275419323068	10.8412478788711
ENSMMUG00000052213	0	0	0	0	0	0
FSTL1	1.25642809437618	1.25537735260912	1.46748904384755	1.25877093474584	1.7026603406442	1.6019020554363
LRRC58	8.83471858734738	8.25713612852286	8.59996504269178	8.17950947812127	8.18296520005817	7.96708493689885
GPR156	0	0	0	0	0	0
GSK3B	9.89258502046492	9.13742619903818	9.6802954722349	9.16286600015175	9.61541445271561	8.86388220101606
NR1I2	-0.219528637118956	-0.121864595031258	-0.218036184377857	-0.218834491519399	-0.218479933069209	0.00514837553023356
MAATS1	0.762252443053708	0.761325835390397	0.923983242580373	1.38843347278955	0.765361028587612	0.764769569044942
COX17	9.52213215864463	9.45348028015136	9.29140068034329	9.24466676273048	9.23857960971824	9.61093114992418
POPDC2	1.01578712201741	1.11908937811812	1.42982251440326	1.24890945146871	1.01859588414999	1.08378111101798
PLA1A	9.25138981700465	8.78086014893265	8.88521326072907	8.02302966422697	9.26982032740416	9.46147687438522
ADPRH	10.7373490184801	9.74174527186615	10.7274570151847	9.77713671868048	10.6765619577399	9.8968368523313
CD80	10.27088329759	8.7860267094667	11.1809562497681	9.19419740812927	9.62771737275341	8.27360314411386
TIMMDC1	8.9660903104128	9.22962730584116	9.21685696206233	9.21158934353094	9.10542948601481	9.28959699056998
POGLUT1	9.44746377133724	8.80512465681876	9.2528766389353	8.64943935072391	9.73354554949866	8.90285460085147
TMEM39A	8.32279414383274	8.71592290401794	8.3934800823422	8.33430034221983	8.70366216712733	8.64941685955374
ARHGAP31	10.9554831187167	9.99842407584843	11.2267659313161	10.7128542847201	10.3582090440693	9.38120825826631
B4GALT4	6.03289949071938	7.66289213944024	6.27597151989308	7.10371361052962	6.50192282302304	7.02312348114378
UPK1B	1.0840984439927	1.39555450648118	0.978435606298955	1.04012041277916	1.16483178477174	0.97678517828753
TEX55	0	0	0	0	0	0
IGSF11	0	0	0	0	0	0
ENSMMUG00000032031	2.49286347682898	2.35851609676225	2.38619493280367	2.45019823918596	2.31591994637348	2.50208037635009
ENSMMUG00000061615	0	0	0	0	0	0
ENSMMUG00000049323	0	0	0	0	0	0
LSAMP	-1.97716874647024	-1.97794406131261	-1.95090310149445	-1.97557478974887	-1.97482398429228	-1.97524364406113
GAP43	0	0	0	0	0	0
ZBTB20	7.16873226223008	7.79975762727344	6.67745635228595	8.19362639436106	7.53956993008396	7.73518852433761
ENSMMUG00000057786	0	0	0	0	0	0
ENSMMUG00000037594	0	0	0	0	0	0
TIGIT	-0.772935091808807	-0.778694331532667	-0.868281601487306	-0.87064816810402	-0.870448589084196	-0.870561432979931
DRD3	0	0	0	0	0	0
QTRT2	8.11519110080548	8.11798407318711	7.98436810028709	8.1501801356211	7.83619722241822	7.94424176359468
CCDC191	3.85661176721152	4.1245828103645	3.92749722363693	4.0588791032543	4.06493246201224	3.55267966517788
ZDHHC23	3.4165526897564	3.3500260624277	3.29456727442992	4.09090533442467	3.4639969477082	3.25474708213823
GRAMD1C	4.9259762635521	8.03011132541448	4.22569931933773	7.46817492814427	3.77832585526718	7.56441671806184
ATP6V1A	11.3733914245523	11.7758363213149	11.7660806668932	11.9372254510839	11.1764208198686	11.8583083608954
NAA50	11.382224303105	11.2366403961928	11.1775150541133	11.5198880657232	11.039251121829	11.1168811194638
USF3	6.46631876338107	6.11142461759011	6.43611296636707	5.97219949350855	5.67574076942733	5.78746205197059
SIDT1	-0.0713446074324279	-0.0745518213279372	-0.120049381009728	-0.0641964203328695	0.0470015783424682	-0.120649661224298
SPICE1	7.10640313489711	7.74156118395364	7.10907840648287	7.66980047953645	6.3791099473972	7.59014537315572
CFAP44	1.92678568381316	1.91111918091645	1.94944683515106	1.86773333404954	1.71040811411191	1.70767042366851
ENSMMUG00000043638	3.2801834714152	3.18714991450715	2.89125454513594	3.11250804761194	3.04040197456217	3.35603863988457
ENSMMUG00000055343	0	0	0	0	0	0
BOC	1.37236473635059	1.57257174869573	1.0698528055144	1.13463860216297	1.0685011763609	1.06788936942727
GTPBP8	6.70811327785844	6.60967171778933	6.65561665545686	6.93435727601868	6.30303934882199	6.58300281433496
NEPRO	5.41084897779249	5.14990473230206	5.85438427290876	5.87356433356594	5.25174490538279	5.57592765928623
CD200R1	7.95416752305082	6.33033662479952	7.44658459808683	5.39039606919428	7.839144945774	6.44125689222138
CD200R1L	1.00095154593776	0.843600552036849	1.20298975399644	0.845876830837338	0.912937162764867	0.970059745606184
CCDC80	3.21191543700995	2.58262815207561	3.23826547529661	2.35129378547077	2.35509177317878	2.99023221427953
SLC35A5	11.3864530638428	10.9462578110729	11.5881413723161	11.1547280677683	11.2863867310438	10.9628506268769
ATG3	12.4533632156561	11.3844604096851	12.4899316432278	11.2495732672718	12.2469477008845	11.199638285639
CD200	7.13609571133329	7.1908011069709	7.64125227401498	4.17357059065266	6.76358405208058	4.60908800522172
BTLA	5.46518532670323	3.76498680845409	5.99567228959453	3.07693434880806	4.43790265906085	4.44909458980166
SLC9C1	-1.97649709416845	-1.97717357602366	-1.9736757998027	-1.9550101797761	-1.97445122972539	-1.97481739351264
GCSAM	-0.975814103554771	-1.02755235578741	-0.905000685879101	-1.02679008896001	-1.02487325950919	-1.02594466382199
C2H3orf52	-1.97566712310515	-1.95974201399873	-1.97335351878432	-1.9745266231703	-1.9739894106081	-1.97428968346533
TMPRSS7	0	0	0	0	0	0
TAGLN3	0	0	0	0	0	0
ABHD10	5.74808306921452	7.38874911498087	5.6258723769675	7.07609286663429	5.87191408643681	7.17269294835706
PHLDB2	2.6227344895966	2.27132647095215	1.97607913965704	2.08735335043907	1.89497963714015	2.14972569472341
ENSMMUG00000064045	0	0	0	0	0	0
CD96	1.20108115571828	1.18587646315795	0.919710796011853	1.09109966219911	0.918684359634506	0.918220398442821
ZBED2	-0.370567979162886	-0.200350392259505	-0.422417043362422	-0.42309782667123	-0.42279549741512	-0.422966406471202
NECTIN3	0.684129827769862	0.732889917036147	0.627557854234828	0.625756580546906	0.626557653809586	1.10687503729124
ENSMMUG00000050558	0	0	0	0	0	0
ENSMMUG00000063978	0	0	0	0	0	0
ENSMMUG00000055517	0	0	0	0	0	0
ENSMMUG00000062434	0	0	0	0	0	0
ENSMMUG00000062453	0	0	0	0	0	0
DPPA4	0	0	0	0	0	0
DPPA2	1.62526271276276	1.67355308253848	1.71716108220074	2.11740585361597	1.56980205029348	1.96409959833077
C3orf85	0	0	0	0	0	0
GUCA1C	0	0	0	0	0	0
TRAT1	0.098842279052502	0.0907727306185997	0.0231204455752817	-0.0413459216861608	-0.0410008358823851	-0.0411959519225605
ENSMMUG00000052901	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0
ENSMMUG00000061361	0	0	0	0	0	0
DZIP3	7.15487790668853	7.57805788155939	6.85495452710873	7.36794155228776	6.38128368865116	7.76763800801918
CIP2A	6.12990990385763	6.27045589739941	5.61164407394023	6.34317274878245	6.4452671945837	6.36013360760654
MYH15	3.43833787184371	4.53825171491237	3.67973487452246	3.11792438702136	4.19083750613686	4.70242483331162
HHLA2	0.758253551001902	0.870480678470477	0.840613274201557	0.760104460221142	1.30865501175343	0.760514059440984
IFT57	10.8275004768446	8.87613585179549	11.6832009028594	8.58786815922817	11.1771713785038	8.863752786605
CD47	12.3875879455463	11.1717320074243	12.4050578052051	11.5654732532778	12.339067520063	11.3317185349738
BBX	8.5559657818168	8.79918847142533	8.76106645450332	9.08484684041234	8.95766845452802	8.86351320651738
ENSMMUG00000063222	0	0	0	0	0	0
CCDC54	0	0	0	0	0	0
ENSMMUG00000056502	0	0	0	0	0	0
ENSMMUG00000063790	0	0	0	0	0	0
CBLB	7.3549721399591	8.9631081002477	7.09551685994904	8.63349731679973	7.3915368345108	8.79106735191026
ALCAM	9.66843089422638	10.2748927571956	8.68133267391403	10.825171608924	7.85518774318033	9.6172176999449
ZPLD1	-0.24100866336282	-0.291470045005678	-0.166389586467095	-0.290636693719508	-0.290341983016565	-0.178123303708807
ENSMMUG00000063181	0	0	0	0	0	0
NXPE3	13.6370254390095	12.1968076672144	13.9709653170388	12.9533090369863	14.3057825987647	12.9656802101481
CEP97	4.78106846988236	5.66840334000096	5.50410595773091	5.47664434671	4.90033508605906	5.44537350815091
RPL24	10.9749718587083	10.119959494378	10.9470242264073	9.73989202352243	10.8482693867537	10.2186320408111
ZBTB11	8.69247257205511	8.42802652530516	8.36073466945249	7.89581468429442	8.52867149029797	7.93045800875126
PCNP	10.6317181513698	10.2003693408319	10.2543527753805	9.90301004620573	10.4769441395719	10.2447652398693
TRMT10C	8.34521257232651	8.16834535556959	7.92591569608873	8.01382244056078	8.02852151659993	8.22155448277106
ENSMMUG00000021570	-0.343799166728162	-0.346934852683126	-0.392390721632343	-0.33680946505543	-0.392728316831072	-0.281577073420995
